0.106272,0.106202,0.107082,0.100785,0.093063,0.098090,0.103634,0.105488,0.107014,0.105435,0.106712,0.102154,0.104659,0.104859,0.104977,0.105179,0.106272,0.106202,0.107082,0.100785,0.093063,0.098090,0.103634,0.105488,0.107014,0.105435,0.106712,0.102154,0.104659,0.104859,0.104977,0.105179
0.085836,0.085317,0.083255,0.084227,0.081042,0.080814,0.083464,0.083862,0.080115,0.084197,0.082800,0.083851,0.083117,0.084890,0.085838,0.083393,0.085836,0.085317,0.083255,0.084227,0.081042,0.080814,0.083464,0.083862,0.080115,0.084197,0.082800,0.083851,0.083117,0.084890,0.085838,0.083393
-0.044638,-0.040859,-0.041983,-0.042398,-0.041550,-0.041017,-0.043566,-0.043237,-0.039871,-0.042983,-0.042413,-0.044662,-0.044485,-0.042337,-0.043358,-0.044627,-0.044638,-0.040859,-0.041983,-0.042398,-0.041550,-0.041017,-0.043566,-0.043237,-0.039871,-0.042983,-0.042413,-0.044662,-0.044485,-0.042337,-0.043358,-0.044627
0.225730,0.224285,0.227077,0.214333,0.211101,0.195444,0.209770,0.227265,0.227318,0.227136,0.225115,0.223392,0.224839,0.227294,0.226771,0.225522,0.225730,0.224285,0.227077,0.214333,0.211101,0.195444,0.209770,0.227265,0.227318,0.227136,0.225115,0.223392,0.224839,0.227294,0.226771,0.225522
0.059362,0.060007,0.060042,0.060653,0.059530,0.060628,0.060136,0.059260,0.060237,0.060627,0.059555,0.060588,0.060540,0.059736,0.057627,0.057055,0.059362,0.060007,0.060042,0.060653,0.059530,0.060628,0.060136,0.059260,0.060237,0.060627,0.059555,0.060588,0.060540,0.059736,0.057627,0.057055
0.013136,0.012979,0.013035,0.013126,0.013126,0.012858,0.013033,0.013137,0.013118,0.013098,0.013073,0.013113,0.013010,0.013100,0.012399,0.012256,0.013136,0.012979,0.013035,0.013126,0.013126,0.012858,0.013033,0.013137,0.013118,0.013098,0.013073,0.013113,0.013010,0.013100,0.012399,0.012256
0.078994,0.080634,0.080002,0.080469,0.080808,0.080863,0.079885,0.080803,0.079117,0.080862,0.080614,0.079641,0.080858,0.080814,0.079448,0.080822,0.078994,0.080634,0.080002,0.080469,0.080808,0.080863,0.079885,0.080803,0.079117,0.080862,0.080614,0.079641,0.080858,0.080814,0.079448,0.080822
0.268054,0.267919,0.266668,0.268030,0.266146,0.267966,0.268059,0.266631,0.267733,0.264209,0.262000,0.258688,0.260072,0.263365,0.258954,0.260549,0.268054,0.267919,0.266668,0.268030,0.266146,0.267966,0.268059,0.266631,0.267733,0.264209,0.262000,0.258688,0.260072,0.263365,0.258954,0.260549
-0.111549,-0.108760,-0.111831,-0.107236,-0.111092,-0.112073,-0.104740,-0.112067,-0.110459,-0.112076,-0.112023,-0.111804,-0.111612,-0.109191,-0.107794,-0.110036,-0.111549,-0.108760,-0.111831,-0.107236,-0.111092,-0.112073,-0.104740,-0.112067,-0.110459,-0.112076,-0.112023,-0.111804,-0.111612,-0.109191,-0.107794,-0.110036
0.431710,0.433399,0.432837,0.429133,0.433078,0.419406,0.385852,0.414661,0.416598,0.413706,0.381643,0.406980,0.422618,0.428294,0.422894,0.430675,0.431710,0.433399,0.432837,0.429133,0.433078,0.419406,0.385852,0.414661,0.416598,0.413706,0.381643,0.406980,0.422618,0.428294,0.422894,0.430675
-0.333242,-0.331530,-0.330518,-0.333298,-0.333100,-0.329421,-0.330910,-0.333295,-0.333027,-0.329206,-0.332916,-0.330226,-0.332200,-0.310426,-0.313573,-0.327295,-0.333242,-0.331530,-0.330518,-0.333298,-0.333100,-0.329421,-0.330910,-0.333295,-0.333027,-0.329206,-0.332916,-0.330226,-0.332200,-0.310426,-0.313573,-0.327295
-0.132885,-0.134748,-0.136928,-0.126240,-0.127695,-0.114675,-0.132637,-0.131461,-0.128782,-0.111030,-0.111545,-0.103590,-0.120290,-0.128921,-0.132800,-0.136529,-0.132885,-0.134748,-0.136928,-0.126240,-0.127695,-0.114675,-0.132637,-0.131461,-0.128782,-0.111030,-0.111545,-0.103590,-0.120290,-0.128921,-0.132800,-0.136529
-0.147835,-0.148654,-0.156199,-0.156913,-0.156636,-0.154268,-0.154199,-0.156783,-0.155277,-0.156905,-0.151869,-0.154180,-0.156701,-0.156260,-0.155085,-0.151559,-0.147835,-0.148654,-0.156199,-0.156913,-0.156636,-0.154268,-0.154199,-0.156783,-0.155277,-0.156905,-0.151869,-0.154180,-0.156701,-0.156260,-0.155085,-0.151559
0.082846,0.084518,0.090953,0.079812,0.080493,0.087425,0.087294,0.086393,0.079826,0.085080,0.084723,0.079708,0.081394,0.080847,0.087233,0.084780,0.082846,0.084518,0.090953,0.079812,0.080493,0.087425,0.087294,0.086393,0.079826,0.085080,0.084723,0.079708,0.081394,0.080847,0.087233,0.084780
0.174869,0.201645,0.177970,0.168539,0.172685,0.168571,0.150828,0.157454,0.188385,0.203653,0.204778,0.218828,0.222024,0.228095,0.212817,0.186038,0.174869,0.201645,0.177970,0.168539,0.172685,0.168571,0.150828,0.157454,0.188385,0.203653,0.204778,0.218828,0.222024,0.228095,0.212817,0.186038
0.142341,0.145135,0.149356,0.157934,0.158431,0.166214,0.167554,0.162866,0.153097,0.138804,0.140423,0.131439,0.139446,0.154329,0.147699,0.133667,0.142341,0.145135,0.149356,0.157934,0.158431,0.166214,0.167554,0.162866,0.153097,0.138804,0.140423,0.131439,0.139446,0.154329,0.147699,0.133667
